sessionId;kwhTotal;startTime;endTime;chargeTimeHrs;userId
8786192;4.86;14;16;1.748333333;88561539
9507522;5.01;16;20;3.815833333;88561539
9133364;5.37;17;20;2.778888889;88561539
1480355;4.01;16;20;3.639444444;88561539
8603180;3.9;18;20;2.466111111;88561539
9800105;3.74;14;16;2.350277778;88561539
3042067;3.84;18;21;2.984166667;88561539
9321489;3.59;17;21;4.514722222;88561539
4558412;3.73;19;21;2.262222222;88561539
3684429;5.67;17;20;2.457777778;88561539
9125301;4.36;17;21;3.657222222;88561539
9958954;6.63;17;20;2.118055556;88561539
1074699;4.87;18;21;2.423888889;88561539
6294798;5.62;17;20;3.213333333;88561539
4109262;6.95;17;21;4.914444444;88561539
2671816;6.52;13;17;4.021388889;88561539
6367170;5.32;17;20;3.008333333;88561539
1255791;6.01;12;14;1.926944444;88561539
8889678;6.68;18;22;4.004722222;88561539
3985909;6.51;17;21;4.363888889;88561539
4285519;4.27;14;17;2.778055556;88561539
7542435;6.54;13;16;3.513055556;88561539
4506145;4.24;16;17;1.348611111;88561539
5569374;4.58;16;18;2.070833333;88561539
9585613;4.54;16;19;2.962222222;88561539
6230955;4.62;16;20;3.572777778;88561539
1375196;4.69;18;20;1.938888889;88561539
4110012;3.73;13;17;3.435555556;88561539
3502017;4.32;16;20;3.677222222;88561539
8700916;6.41;17;20;2.606388889;88561539
5946026;3.63;16;20;3.831666667;88561539
6524983;4.38;15;20;5.701388889;88561539
9090272;5.48;14;19;5.548333333;88561539
8062806;2.59;18;20;1.960833333;88561539
7275549;6.52;17;20;3.421666667;88561539
8346420;5.51;18;20;1.785277778;88561539
6978159;4.33;18;18;0.486111111;88561539
3697867;4.15;18;19;1.218333333;88561539
7809291;3.92;19;20;1.252777778;88561539
5452927;5.28;17;21;4.183055556;88561539
6994949;3.72;17;20;3.247222222;88561539
8465670;6.92;16;20;3.521111111;88561539
9714809;5.47;17;20;2.253055556;88561539
9149431;5.3;16;20;4.251388889;88561539
5978815;3.71;17;20;2.795555556;88561539
4124524;4.1;18;21;2.914444444;88561539
1404956;7.86;17;21;4.065833333;88561539
2238543;4.39;17;20;2.218888889;88561539
5038957;5.66;16;20;3.825555556;88561539
7066893;4.87;17;21;4.021666667;88561539
9207150;8.59;16;20;4.011666667;88561539
6251729;5.06;16;20;4.313055556;88561539
4899209;4.4;17;21;4.568611111;88561539
6621911;4.85;17;22;4.520555556;88561539
5637687;3.86;12;14;2.109166667;88561539
2107960;5.04;17;19;2.366666667;88561539
2533094;6.59;17;21;3.814444444;88561539
1560322;6.12;17;20;2.719722222;88561539
2733475;5.37;16;21;5.476944444;88561539
4267415;4.35;18;20;1.988055556;88561539
7933206;5.16;17;21;3.770833333;88561539
7335594;5.7;16;21;4.262222222;88561539
3967963;3.59;13;15;2.289444444;88561539
6415647;6.29;17;20;3.146944444;88561539
4671482;4.66;14;20;5.807777778;88561539
4611175;5.29;16;20;4.101388889;88561539
2791340;6.54;11;17;5.520555556;88561539
9997392;1.28;17;18;1.379444444;88561539
6909514;5.08;19;21;2.059444444;88561539
4995811;7.26;18;21;3.265833333;88561539
2688677;7;17;20;2.850833333;88561539
3212249;3.27;20;21;1.070277778;88561539
5672536;4.06;17;21;3.394166667;88561539
1212238;7.77;17;21;3.538611111;88561539
9815833;6.75;16;20;4.115277778;88561539
8133539;4.43;19;20;1.418611111;88561539
2387693;3.8;17;18;1.235833333;88561539
6471451;3.58;18;19;1.163611111;88561539
4490531;4.86;15;20;5.095555556;88561539
3277106;4.75;17;20;3.1525;88561539
9129938;4.4;16;20;3.062777778;88561539
1336855;4.2;16;18;2.3625;88561539
2676045;2.59;20;21;1.923333333;88561539
6025557;4.93;17;20;2.426944444;49241808
1718597;6.78;17;19;2.348333333;49241808
2031717;4.81;13;15;2.341944444;49241808
1690867;6.32;14;17;2.809722222;49241808
8858751;6.15;13;16;3.543888889;49241808
1658726;5.12;16;18;1.621111111;49241808
8528273;0.01;12;12;0.043888889;49241808
4579191;0;16;16;0.025833333;49241808
5700496;3.08;12;13;1.169444444;49241808
8667580;4.69;12;14;2.096666667;49241808
6724987;4.21;12;15;3.336944444;49241808
2173547;3.68;12;15;3.4075;49241808
8775911;3.63;18;19;1.205;49241808
6807814;3.32;17;19;2.747777778;49241808
5825584;2.27;12;13;1.934444444;49241808
5829577;4.02;16;19;3.27;49241808
8285213;3.44;12;16;3.682777778;49241808
7416366;3.65;17;18;1.183055556;49241808
1750255;4.8;16;18;2.613888889;49241808
2414250;3.52;12;15;2.586944444;49241808
1357616;3.52;12;13;1.346944444;49241808
8245844;2.42;18;18;0.801666667;49241808
8617674;3.96;16;20;3.425833333;49241808
3200104;3.78;17;19;1.831666667;49241808
2700843;3.54;18;19;1.180277778;49241808
9373884;4.69;16;18;1.901111111;49241808
3117909;4.1;12;14;2.411666667;49241808
7233969;3.41;12;15;3.016666667;49241808
2872999;3.62;12;14;2.439444444;49241808
3588242;4.54;17;19;2.828611111;49241808
1601383;4.03;17;18;1.515555556;49241808
3735507;2.85;12;14;2.327222222;49241808
1407127;6.19;17;19;2.088888889;49241808
3059243;5.26;16;19;3.088888889;49241808
9618511;2.84;12;15;3.318055556;49241808
2972699;3.96;10;13;2.866944444;49241808
6062971;2.93;12;13;1.729722222;49241808
6851120;0.27;14;16;2.042222222;49241808
8386846;2.78;12;14;1.933055556;49241808
7132173;5.93;16;18;1.996111111;49241808
6439910;2.93;11;15;3.773888889;49241808
7457011;2.81;12;14;2.307222222;49241808
9527421;3.81;12;14;1.963888889;49241808
9896500;2.69;12;15;2.895833333;49241808
5989562;3.65;12;13;1.463333333;49241808
6884824;6.38;16;18;2.089444444;49241808
6023290;4.02;14;17;2.409444444;49241808
6423844;3.9;16;20;3.12;49241808
3857488;2.85;11;15;3.580555556;49241808
8743977;3.3;18;20;1.708333333;49241808
4279497;3.06;12;15;2.951944444;49241808
5045295;2.94;11;15;3.169444444;49241808
9880417;3.65;16;19;3.303333333;49241808
6805893;5.84;12;15;3.368611111;49241808
1110654;3.81;17;20;2.624444444;49241808
3233105;4.18;16;19;3.213888889;49241808
6226785;4;12;13;1.373611111;49241808
3832752;2.7;12;15;3.144166667;49241808
8334038;2.87;12;15;3.090833333;49241808
3545322;6.44;16;19;3.115;49241808
1843168;6.02;16;18;1.938055556;49241808
4142358;6.85;16;19;2.328611111;49241808
8557649;3.26;17;19;1.695833333;49241808
5451498;3.4;12;14;2.240833333;49241808
4250277;6.67;17;20;2.560833333;49241808
8769669;3.05;18;19;1.513611111;49241808
5967021;2.75;16;17;0.9225;49241808
5204762;4.16;19;20;1.325;49241808
2917209;3.08;18;20;2.0175;49241808
5394131;2.84;12;13;1.640833333;49241808
3787349;6.66;17;19;2.826666667;49241808
2748453;4.35;16;19;3.576388889;49241808
9797634;4.75;16;19;2.640555556;49241808
5531772;2.64;11;15;3.328333333;49241808
7785588;4.81;15;19;3.293333333;49241808
2369739;3.61;17;19;1.731388889;49241808
9713675;3.81;17;19;1.436944444;49241808
3373978;6.23;16;19;3.885833333;49241808
5478194;3.05;12;15;2.906111111;49241808
2623814;2.86;11;15;3.406111111;49241808
8410552;2.42;19;20;0.785833333;49241808
8571933;4.32;16;19;3.02;49241808
9439604;2.83;12;15;2.796111111;49241808
5330202;3.44;12;16;3.87;49241808
1256513;2.93;16;19;2.672777778;49241808
1759817;2.93;17;19;2.330833333;49241808
5268132;6.19;16;19;2.411111111;49241808
8298812;3.82;12;13;1.869722222;49241808
7893802;6.49;16;19;2.581388889;49241808
6344803;6.22;15;19;3.708055556;49241808
6841926;0;11;15;3.691666667;49241808
6675184;4.22;16;18;1.795277778;49241808
1619067;2.91;16;19;2.953333333;49241808
3139818;0;16;18;2.01;49241808
4154424;4.15;18;20;1.501111111;49241808
3561535;6.17;16;19;2.506388889;49241808
6913472;6.9;16;20;3.706666667;33081741
3307095;5.1;18;20;1.641944444;33081741
2857338;7.02;17;21;3.92;33081741
3142998;6.76;15;19;4.024166667;33081741
3917056;5.11;16;17;1.603611111;33081741
2179276;2.72;16;20;3.941944444;33081741
1708592;6.55;17;20;2.291388889;33081741
4095785;6.72;17;20;3.317777778;33081741
9509605;6.9;12;15;3.542777778;33081741
5444734;0.86;17;18;0.864722222;33081741
5044762;3.47;18;20;1.810555556;33081741
5298764;6.3;10;12;2.054166667;57882330
4626003;5.85;10;13;3.333333333;57882330
1694224;6.25;10;13;3.428888889;57882330
5709799;6.19;10;13;3.480277778;57882330
5725046;6.15;9;12;2.577777778;57882330
6264625;6.05;10;12;2.725555556;57882330
6186658;5.93;10;12;2.143055556;57882330
4354267;6.17;10;13;3.765;57882330
5217499;6.07;10;12;2.020833333;57882330
9654115;6.16;10;12;2.093055556;57882330
6308629;6.03;11;14;2.754722222;57882330
8330681;5.78;10;12;2.349444444;57882330
7237024;5.98;10;14;3.826944444;57882330
7768340;6.05;10;13;2.868333333;57882330
2877984;5.81;10;13;2.667777778;57882330
1497996;5.84;11;13;2.269444444;57882330
3166684;5.87;9;12;2.278055556;57882330
6834846;6.01;11;13;2.225277778;57882330
4354197;5.28;11;13;2.299444444;57882330
5831697;5.97;11;14;2.822777778;57882330
3655295;5.9;11;13;2.223055556;57882330
9004691;5.96;10;13;2.663611111;57882330
1044216;5.87;10;12;2.040833333;57882330
9465843;6.04;10;13;2.686111111;57882330
2963572;5.97;10;13;2.789166667;57882330
9013018;5.92;10;13;2.370833333;57882330
1687523;6.1;10;12;2.333333333;57882330
5485294;5.98;10;13;2.616388889;57882330
1800903;5.89;10;13;2.77;57882330
8873445;5.82;12;16;4.604444444;57882330
6171272;5.9;10;13;2.778888889;57882330
8074367;5.95;10;13;2.678888889;57882330
9458057;5.89;10;13;3.324722222;57882330
4489591;6.03;11;13;2.477777778;57882330
3366302;5.84;10;13;2.702222222;57882330
4596442;5.92;11;14;3.0975;57882330
7017207;4.96;11;13;2.166388889;57882330
9531439;1.79;16;16;0.635277778;19555569
4756166;2.38;20;22;2.668611111;19555569
2290411;1.52;12;12;0.521111111;19555569
1957117;6.53;11;15;4.125;19555569
8845048;3.64;11;15;3.814444444;19555569
6838969;3.7;12;15;3.421388889;19555569
1609567;2.31;16;18;1.671944444;19555569
2591573;2.31;12;15;3.167222222;19555569
3519738;1.78;14;15;1.691666667;19555569
8950369;4.23;16;19;2.765;19555569
8001601;2.81;12;13;1.3225;19555569
7682158;4.97;12;15;3.393055556;19555569
8716416;6.79;12;16;3.199722222;19555569
2230641;1.45;12;14;2.245555556;19555569
4758378;6.66;13;16;3.118888889;19555569
1797414;6.6;12;16;4.203055556;19555569
2458241;3.8;13;16;2.87;19555569
8836643;6.71;16;20;3.610277778;19555569
4498101;6.41;17;19;2.105555556;19555569
9043357;4.94;15;18;2.713888889;19555569
6920453;6.54;12;15;3.219444444;19555569
7063831;2.04;12;15;3.511388889;19555569
5142750;6.5;12;15;3.364722222;19555569
4248896;3.16;12;15;2.401388889;19555569
5029552;0.93;12;15;3.545277778;19555569
4151352;6.51;12;15;3.122222222;19555569
3643530;2.02;12;15;3.245555556;19555569
8043707;6.76;16;19;3.413888889;19555569
3487896;6.05;12;14;2.575277778;19555569
1148980;5.91;17;20;2.691666667;19555569
6799802;3.46;12;15;3.627222222;19555569
2500257;2.64;12;14;2.052222222;19555569
7771167;6.48;12;15;3.4125;19555569
9543932;1.82;16;19;3.216666667;19555569
9851741;4.73;19;20;1.506944444;19555569
4852971;3.69;12;15;3.28;19555569
6431779;3.82;13;15;1.885833333;19555569
7870286;4.03;12;15;2.947777778;19555569
3934620;0.67;17;17;0.240833333;19555569
6946940;2.11;18;18;0.707777778;19555569
2850132;5.11;18;20;1.670555556;19555569
1800956;1.99;17;21;4.018055556;19555569
5134843;3.94;12;15;3.051666667;19555569
1371649;3.52;14;15;1.295833333;19555569
2743739;4.82;16;19;3.291111111;19555569
9558899;4.08;17;20;3.391388889;19555569
4518580;6.72;13;19;5.844722222;19555569
5473938;6.68;14;16;2.627777778;19555569
8465242;4.15;14;16;1.553055556;19555569
5467486;7.36;17;20;2.849722222;19555569
3314093;2.45;18;20;1.631944444;19555569
2013313;6.47;12;15;3.358333333;19555569
3493741;6.37;19;22;3.205555556;19555569
2175508;5.26;12;15;2.997222222;19555569
9747169;4.42;16;19;2.842777778;19555569
3906854;4.47;12;14;2.313055556;19555569
3628825;3.47;20;21;1.134166667;19555569
6002878;19.79;1;4;3.206666667;78908148
3627380;16.88;0;3;2.531388889;78908148
2345110;19.6;16;20;3.671666667;78908148
8530317;9.62;22;23;1.688888889;78908148
2105829;8.83;18;19;1.523055556;78908148
3007055;15.52;22;1;2.701666667;78908148
5766631;16.12;17;19;2.780555556;78908148
7091950;11.86;6;8;1.977222222;78908148
9403374;20.55;16;20;3.666111111;78908148
3164433;17.25;17;20;2.636944444;78908148
5533528;6.73;21;22;1.163611111;78908148
9025610;22.03;16;20;3.975277778;78908148
8351543;20.92;16;20;3.766388889;78908148
6373087;18.35;5;8;2.835555556;78908148
2237194;12.83;0;2;1.999444444;78908148
3241295;17.65;16;19;3.883333333;78908148
9443480;18.7;3;6;2.953333333;78908148
7014331;8.29;21;22;1.257222222;78908148
2985212;16.31;16;19;3.021388889;78908148
4519586;4.17;16;17;1.012222222;78908148
6746115;11.59;4;6;1.784166667;78908148
3945976;19.96;11;15;3.604444444;78908148
3384224;18.17;17;20;3.205555556;78908148
8987344;14.02;19;21;2.108888889;78908148
7280874;20.2;13;17;3.482777778;78908148
8920343;20.06;4;7;3.016388889;78908148
5658049;21.16;18;21;3.786944444;78908148
8601621;2.87;20;21;0.8875;78908148
3738844;22.14;5;9;3.518333333;78908148
5172247;19.47;12;15;3.331111111;78908148
6410992;11.33;4;6;1.765833333;78908148
3798253;17.9;19;22;2.967777778;78908148
4718933;10.47;17;19;2.016111111;78908148
5991072;18.15;23;2;2.682777778;78908148
1282283;20.24;12;16;3.499722222;78908148
5533488;3.92;20;22;1.566666667;78908148
2124425;20.37;1;4;3.1625;78908148
9130727;17.8;12;15;3.224166667;78908148
6900922;3.92;20;21;0.928055556;78908148
8020746;12.91;3;5;1.974444444;78908148
5240328;4.54;0;1;0.711944444;78908148
2682332;22.07;13;17;3.911944444;78908148
9676846;5.26;20;21;1.146111111;78908148
2473111;21.14;13;18;4.485833333;78908148
1188651;4.59;20;21;0.983611111;78908148
7635846;20.37;16;19;3.236111111;78908148
7088986;18.42;13;16;3.4025;78908148
3818216;9.02;21;22;1.614166667;78908148
7302059;11.93;4;6;1.815;78908148
4502998;20.6;16;19;3.618611111;78908148
1785859;6.56;17;19;1.348888889;78908148
4254473;10.63;1;3;1.600555556;78908148
4473237;21.2;16;20;3.821388889;78908148
4926737;23.68;7;11;4.106666667;78908148
5523637;6.77;20;23;3.360277778;36768303
3652619;1.51;22;22;0.4925;72512154
7558702;6.44;16;20;3.918611111;72512154
6757331;1.32;17;19;1.634444444;72512154
7097415;5.58;14;16;2.013888889;72512154
5652471;3.87;18;19;1.215555556;72512154
8716731;0.19;17;21;3.844444444;72512154
3391396;5.78;13;17;3.307222222;72512154
3679640;0.78;17;21;4.148055556;72512154
4496022;6.19;13;18;4.700833333;72512154
9979636;0.52;16;16;0.178611111;72512154
7654906;6.45;16;20;3.680555556;72512154
4563263;6.49;17;19;2.519444444;37392894
6423366;6.51;16;18;2.166666667;37392894
4309791;8.7;12;20;8.268888889;37392894
2953411;7.8;20;21;0.169722222;37392894
7377023;8.31;18;21;3.043888889;37392894
7575781;6.17;19;21;1.970833333;37392894
5990347;6.56;11;15;4.171666667;37392894
8423405;6.63;16;18;2.474722222;37392894
8629284;7.08;17;19;2.604444444;37392894
5091921;6.53;15;17;2.161111111;37392894
1370205;6.48;15;19;3.963333333;37392894
4324972;6.63;15;18;3.037777778;37392894
8494503;6.64;15;19;3.770833333;37392894
2988470;7.39;17;20;3.221111111;37392894
6167497;6.64;15;18;2.856388889;37392894
9144008;5.36;18;20;1.746111111;37392894
1259418;6.77;15;18;2.591111111;37392894
5650127;7.12;15;20;4.351388889;37392894
4452828;5.27;18;20;1.856666667;37392894
5961736;7.06;18;21;3.450833333;37412595
5462506;6.72;18;21;3.158888889;37412595
2839306;6.91;14;17;3.1025;37412595
5229883;6.75;19;22;2.243888889;37412595
8441796;7.31;18;21;2.689722222;37412595
1667840;6.87;14;17;2.683611111;37412595
9241199;4.99;19;21;1.671944444;37412595
1176746;6.25;12;16;4.109722222;37412595
5598631;6.48;12;15;3.342777778;37412595
3789801;7.35;17;21;3.72;37412595
9604154;6.94;17;21;3.591666667;37412595
8055607;5.69;17;20;2.702222222;37412595
6401143;6.73;17;20;2.947222222;37412595
4994078;2.06;19;20;0.692222222;37412595
9893223;6.68;17;20;3.163611111;37412595
7373911;6.66;13;16;2.286666667;37412595
4192050;6.88;17;20;2.459722222;37412595
2738120;0;18;18;0.031388889;37412595
6453245;6.82;13;15;2.45;37412595
3527730;0;15;15;0.0175;37412595
2259811;6.92;14;16;2.401944444;37412595
6101489;6.53;18;20;2.313888889;37412595
4707040;5.77;15;17;1.939444444;37412595
4618400;6.36;17;19;2.206388889;37412595
9468478;5.91;17;19;2.06;37412595
7041650;6.66;18;20;2.344166667;37412595
1937148;6.75;17;20;3.334166667;37412595
3773618;5.69;18;20;2.593055556;37412595
1525152;5.47;13;17;3.903888889;37412595
8342268;6.75;17;21;3.643888889;37412595
1702308;4.48;19;20;1.493333333;37412595
8119987;5.81;14;16;2.765833333;37412595
3338989;4.68;14;17;3.306111111;37412595
5018261;6.14;14;17;2.605;37412595
8707001;6.39;18;21;2.936944444;37412595
9015332;6.91;18;21;2.6025;37412595
3828686;6.25;14;17;3.423055556;37412595
3486658;6.4;14;16;2.866111111;37412595
1560394;5.31;12;16;3.403333333;37412595
9260427;5.08;14;17;3.1325;37412595
3388567;5.91;14;16;2.628055556;37412595
7147543;2;18;18;0.663611111;37412595
6547779;5.44;17;21;3.835555556;37412595
4732543;5.83;13;16;2.313611111;37412595
2476938;5.81;17;20;2.301666667;37412595
3049748;5.77;18;20;2.498333333;37412595
8882531;4.96;16;19;3.082777778;37412595
7169642;5.51;12;16;3.351666667;37412595
1882785;5.45;18;21;2.0925;37412595
1522034;5.58;13;17;3.439722222;37412595
5592430;3.45;19;21;1.136111111;37412595
9647623;4.74;19;21;2.127777778;37412595
4722553;6.09;14;17;2.750555556;37412595
5335618;5.23;18;21;2.545;37412595
1931708;4.05;21;22;1.298611111;37412595
8093393;6.73;17;21;3.276111111;37412595
1771257;5.43;13;17;4.127222222;37412595
8835732;4.77;13;14;1.5975;37412595
8722416;5.2;15;17;2.085555556;37412595
9823595;5.28;13;16;2.815555556;37412595
9500005;4.64;18;22;3.36;37412595
9546064;5.15;14;16;2.064444444;37412595
3652743;5.54;18;21;2.6275;37412595
7674161;5.16;18;20;1.87;37412595
4807955;5.44;15;17;2.066666667;37412595
5801353;4.75;14;16;2.5;37412595
3608695;6.75;18;21;2.709722222;37412595
2422173;3;20;21;0.988611111;37412595
8563849;5.42;18;20;1.945833333;37412595
8906924;5.36;13;16;2.775555556;37412595
9837972;5.05;19;21;2.423333333;37412595
4260658;5.1;13;16;3.470555556;37412595
2902581;4.56;14;15;1.47;37412595
8196613;5.34;13;16;2.711111111;37412595
4900387;5.43;19;21;2.495555556;37412595
7890093;5.34;18;21;2.7475;37412595
7498622;5.81;18;21;3.395277778;37412595
7737051;5.34;19;21;1.811388889;37412595
7906023;2.4;20;21;0.800555556;37412595
7167026;1.72;18;19;0.568888889;37412595
6606545;4.46;13;17;3.970833333;37412595
3827046;3.63;20;21;1.245555556;37412595
2681193;4.78;13;17;3.927777778;37412595
7664535;6.98;16;20;4.207777778;37412595
9564438;5.08;13;17;4.533333333;37412595
6416495;7;13;16;3.533333333;37412595
8480427;5.64;13;17;3.969444444;37412595
6260147;5.43;18;20;1.776666667;37412595
9538898;6.91;13;18;4.688333333;37412595
2721339;4.83;12;15;2.814444444;37412595
3387884;5.4;13;17;3.966944444;37412595
2372033;5.33;18;21;3.139444444;37412595
3004619;6.81;17;21;3.952777778;37412595
7999768;4.6;18;21;3.328333333;37412595
6823776;6.88;19;21;2.755555556;37412595
3040466;5.72;18;21;2.928333333;37412595
8286505;5.06;17;21;4.045;37412595
1475991;6.76;17;20;3.168888889;37412595
9671426;5.19;12;16;3.971388889;37412595
1854047;4.82;17;22;4.866388889;37412595
5002136;6.38;15;19;3.722222222;37412595
5871364;6.71;16;20;3.490277778;37412595
3850578;5.1;13;16;3.6075;37412595
4830155;1.48;13;14;0.515;37412595
1977323;6.59;17;20;2.491111111;37412595
7417804;5.18;13;19;5.785;37412595
8814597;5.05;18;21;2.408055556;37412595
4369384;6.71;13;17;3.984166667;37412595
8343957;4.79;17;21;4.6275;37412595
8360802;6.53;17;21;3.6725;37412595
8817335;5.06;16;21;4.439166667;37412595
7044425;5.1;19;22;2.887222222;37412595
5320147;5.75;13;16;3.589444444;37412595
2586169;5.02;13;16;2.630277778;37412595
9636248;5.39;17;20;2.858333333;37412595
4309323;4.99;18;19;1.708333333;37412595
2545770;6.36;16;21;4.191944444;37412595
8187948;6.68;16;20;3.9375;37412595
2881139;8.56;14;18;3.537222222;48585042
1127982;7.28;19;22;3.461388889;48585042
8636708;9.32;14;17;3.5525;48585042
4531024;6.71;15;19;3.781388889;48585042
9045803;6.59;18;21;3.380555556;48585042
8027734;6.41;15;18;3.530555556;48585042
2135455;6.52;17;21;3.716111111;48585042
2741644;6.52;17;19;2.271944444;48585042
7756218;6.66;17;19;2.199166667;48585042
5405093;4.38;13;15;1.589722222;48585042
6720566;6.65;15;17;2.268611111;48585042
7652184;0.03;15;15;0.039166667;48585042
8017375;7.38;12;14;2.534166667;48585042
2451756;6.48;12;14;2.235833333;48585042
4009354;6.84;16;20;3.446111111;48585042
1244138;6.5;12;15;2.900833333;48585042
7552641;3.63;16;20;3.961666667;48585042
8486519;6.72;17;20;3.472222222;48585042
4261741;6.65;15;21;6.144722222;48585042
4865891;6.66;16;20;4.443888889;48585042
5236625;6.52;17;20;3.193055556;48585042
7008534;6.55;17;21;3.928333333;48585042
3195409;7.03;13;17;3.828888889;48585042
9039394;5.84;12;14;1.873055556;48585042
1061971;6.57;16;19;3.343888889;48585042
8374888;6.54;16;19;3.398333333;48585042
2899724;7.58;18;20;2.426944444;48585042
8237414;6.78;15;21;5.296944444;48585042
6104577;6.94;17;21;3.238055556;48585042
4652369;6.62;16;20;4.085277778;48585042
4171512;7.61;16;20;3.9375;48585042
7594385;6.46;16;20;3.870833333;48585042
2084052;6.57;17;20;3.093888889;48585042
5785900;6.84;12;16;3.667777778;48585042
1248028;6.64;12;15;2.853611111;48585042
5776993;6.8;16;20;3.923055556;48585042
1662146;3.82;12;16;3.789166667;48585042
2289759;3.34;16;17;1.432777778;48585042
3599020;3.32;17;21;3.934166667;48585042
6557477;5.37;13;16;3.072222222;48585042
9170913;3.85;13;15;2.103333333;48585042
8906365;3.51;17;20;3.758611111;48585042
7738282;3.2;12;15;2.865833333;48585042
8196621;3.87;16;21;4.650277778;48585042
8934200;3.29;12;15;3.048611111;48585042
2594233;4.5;16;20;4.423055556;48585042
3659295;3.48;16;20;3.940555556;48585042
9719233;3.4;18;21;2.615277778;48585042
3522299;3.55;12;15;2.77;48585042
6192795;3.66;17;20;3.595555556;48585042
4694396;7.39;17;21;3.407777778;48585042
5360796;6.68;12;16;3.528611111;48585042
2277153;3.49;17;20;3.798055556;48585042
5897782;3.79;12;15;3.257777778;48585042
9432034;3.56;12;15;3.241666667;48585042
5619831;7.1;17;21;3.820277778;48585042
3009393;3.14;12;15;3.215833333;48585042
2980515;3.08;18;20;1.972777778;48585042
2987123;3.47;16;18;1.443888889;48585042
9317454;6.57;12;15;2.774444444;48585042
3012272;6.63;18;22;3.69;48585042
1868054;4.3;17;20;3.536944444;48585042
8952017;3.16;17;20;2.245833333;48585042
2826708;4.2;12;14;1.870277778;48585042
1643227;3.35;18;20;2.541944444;48585042
9100688;6.01;18;20;1.947222222;48585042
5864426;4.72;12;15;2.990555556;48585042
6669164;3.87;17;20;2.823055556;48585042
4109500;5.54;16;20;3.9675;48585042
9920327;6.72;12;15;2.878888889;48585042
4850114;3.75;16;20;3.953333333;48585042
2681715;5.08;13;15;2.253888889;48585042
8781039;6.46;14;16;2.311111111;48585042
2977313;5.4;18;22;4.020833333;48585042
3727011;4.84;12;14;1.931111111;48585042
2350723;6.9;12;15;2.946944444;47158353
1175751;6.29;17;20;3.190833333;47158353
4345062;6.56;18;21;2.922777778;47158353
6662027;6.31;10;13;2.649166667;47158353
3356247;6.19;12;14;2.605;47158353
9187859;6.54;17;20;3.498333333;47158353
9770945;6.33;17;21;4.06;47158353
4857190;6.61;17;20;2.895277778;47158353
4291302;6.64;18;21;2.916944444;47158353
8479022;6.14;18;21;3.249444444;47158353
4317418;6.67;16;20;3.898611111;47158353
1172569;5.34;18;21;2.798611111;47158353
4851505;6.34;18;21;3.011111111;47158353
1125235;6.01;17;21;3.266944444;47158353
4682619;6.35;17;21;3.759722222;47158353
7666068;5.79;17;21;3.486111111;47158353
8048016;4.89;17;18;1.856944444;47158353
6557241;5.54;17;20;3.199166667;47158353
4673897;5.85;17;21;3.719166667;47158353
7090607;6;17;21;3.283333333;47158353
1888330;5.72;18;21;2.720277778;47158353
2105402;6.21;18;21;3.095277778;47158353
4123027;6.83;17;21;3.379722222;47158353
9814374;5.59;17;20;3.395555556;47158353
4481340;6.04;16;20;3.7775;47158353
9188292;6.12;17;19;2.668333333;47158353
4884384;5.6;17;21;3.306944444;47158353
6061166;6.18;17;20;2.9075;47158353
9786617;6.89;16;20;3.863888889;47158353
1404585;6.51;17;21;3.866111111;47158353
9673234;6.4;17;20;2.778055556;47158353
8637108;5.9;18;21;2.488333333;47158353
2530946;6.98;17;21;3.266666667;47158353
7816076;6.2;19;21;2.411666667;47158353
3665999;5.89;18;21;2.922222222;47158353
1876700;6.88;17;20;2.959444444;47158353
3716128;5.34;18;20;2.003333333;47158353
1361169;6.15;11;14;3.141666667;47158353
1317767;5.37;17;20;3.603888889;47158353
2109843;5.98;17;20;3.033611111;47158353
8466653;6.23;12;15;3.297222222;47158353
2436582;6.36;17;20;3.351666667;47158353
9326642;5.99;18;21;2.228055556;47158353
2078111;5.64;17;20;3.745555556;47158353
9792988;6.4;19;22;3.639444444;47158353
5277516;6.26;17;21;3.2625;47158353
4579688;6.12;11;15;3.273611111;47158353
7355573;5.75;18;21;3.003611111;47158353
6389608;6.58;17;21;3.681944444;47158353
1778242;6.12;18;21;3.180555556;47158353
8382266;6.03;18;20;2.253888889;47158353
9038045;6.73;18;21;2.830555556;47158353
5897785;6.68;17;21;3.459722222;47158353
2116590;6.59;18;21;2.745555556;47158353
6788664;6.47;17;21;3.246944444;47158353
9103791;6.26;17;20;2.973055556;47158353
9146765;6.4;13;16;2.356111111;47158353
7341078;6.02;18;21;2.904722222;47158353
1720499;6.21;17;20;2.571666667;47158353
1380549;6.75;13;16;3.200277778;47158353
5520299;5.91;17;20;2.901388889;47158353
1593228;6.08;16;20;3.954166667;47158353
7694132;6.52;16;19;2.819444444;47158353
8564239;6.34;17;20;3.209166667;47158353
3987650;4.63;18;20;1.852777778;47158353
7955055;6.81;18;21;2.576111111;47158353
9621579;3.38;17;19;1.318333333;47158353
6887552;6.56;17;21;3.661666667;47158353
6393760;2.26;11;12;0.864722222;47158353
4990613;6.24;12;15;2.947222222;47158353
5573605;6.3;17;20;3.652777778;47158353
7599049;6.21;17;21;3.400555556;47158353
4191889;6.31;17;20;3.203333333;47158353
6431044;5.56;17;21;3.245555556;47158353
7794819;6.26;16;20;3.710833333;47158353
4740152;5.33;12;14;2.634444444;45267948
3350807;6.93;11;16;4.340555556;45267948
7026352;5.56;12;16;4.388055556;45267948
