sessionId;kwhTotal;startTime;endTime;chargeTimeHrs;userId
4276377;17.98;12;15;3.08;90692118
8366487;16.06;16;19;3.008888889;90692118
4483998;3.39;16;21;4.410833333;90692118
5603144;6.99;14;15;1.214166667;90692118
9501475;18.03;13;16;3.173055556;90692118
4513783;0.71;17;18;1.2125;90692118
5582046;14.26;13;16;2.598888889;90692118
5098316;11.04;11;15;3.685833333;90692118
2169165;13.92;12;15;2.4575;90692118
4186453;14.23;12;15;2.638333333;90692118
3235843;11.21;12;15;2.391944444;90692118
7316241;0.92;16;18;2.842777778;90692118
4137720;15.04;11;15;3.431388889;90692118
1833836;1.33;17;18;1.919166667;90692118
6061059;11.76;13;16;3.218888889;90692118
9218685;12.38;12;16;3.513333333;90692118
4008318;4.71;18;20;2.293055556;90692118
1390433;7.97;16;19;3.582777778;90692118
3634959;10.45;12;17;4.781111111;90692118
9245348;1.41;18;20;2.293055556;90692118
4800886;9.05;12;15;2.92;90692118
3316682;10.54;12;15;2.523333333;90692118
2726710;3.65;17;20;3.26;90692118
2549645;2.93;13;14;0.545555556;90692118
2232233;10.69;17;20;3.058055556;90692118
6121924;6.07;12;15;2.862222222;90692118
9672364;15.84;12;15;3.098055556;90692118
5414014;16.49;16;19;2.934444444;90692118
8241612;1.74;20;22;2.289444444;90692118
6856434;11.89;12;16;3.748333333;90692118
6617960;10.54;11;15;3.667777778;90692118
3493064;2.4;16;19;3.333611111;90692118
1420142;10.38;11;14;2.931944444;90692118
7232597;14.12;16;20;4.673888889;90692118
4031436;10.6;12;17;5.415277778;90692118
3890573;7.78;12;15;2.720833333;90692118
5957528;19.06;10;15;4.4975;90692118
3610877;11.98;12;15;3.421111111;90692118
3148040;15.88;11;15;3.317222222;90692118
5129256;2.27;19;19;0.605;90692118
2025999;8.76;13;19;6.463333333;90692118
7326590;12.6;12;15;2.47;90692118
9545869;12.18;12;14;2.219166667;90692118
3022582;0.6;18;18;0.132222222;90692118
1651791;13.81;13;17;3.728055556;90692118
6848580;12.31;12;15;2.428888889;90692118
8780486;8.44;16;20;3.765555556;90692118
5918314;8.1;12;15;3.365833333;90692118
3300228;1.37;19;19;0.279722222;90692118
2028042;14.96;11;15;3.5675;90692118
4345273;2.06;16;19;3.140555556;90692118
8822866;12.85;15;20;4.368611111;90692118
9034274;16.69;12;15;2.856666667;90692118
9407595;3.53;16;19;3.006111111;90692118
4656787;9.36;13;15;2.245555556;90692118
6543711;14.88;11;15;4.392777778;90692118
5346091;15.19;16;19;2.6375;90692118
8612115;14.15;13;20;7.213333333;90692118
1022066;14.91;11;17;5.5075;90692118
1359091;10.41;12;15;2.973888889;90692118
2863191;2.16;16;19;3.431388889;90692118
9623794;15.41;12;15;2.790555556;90692118
7367338;12.95;12;15;2.506944444;90692118
6732728;15.52;16;20;4.265555556;90692118
5275056;11.98;11;13;2.51;90692118
5098049;3.94;15;17;2.238055556;90692118
1759878;0.62;18;18;0.138888889;90692118
2721803;18.13;12;15;3.162222222;90692118
3796312;9.55;13;15;1.676388889;90692118
2561734;7.85;15;19;3.72;90692118
8362530;1.65;12;13;0.315555556;90692118
6965708;12.46;13;15;2.171111111;90692118
3817883;15.89;11;15;4.432222222;90692118
6547511;12.9;12;14;2.231944444;90692118
6172610;8.09;15;20;4.375277778;90692118
1816036;1.63;18;19;0.32;90692118
4223288;12.06;12;15;2.094722222;90692118
5953142;3.54;16;20;4.323888889;90692118
8068842;12.91;12;14;2.326388889;90692118
4973729;1.27;16;19;3.35;90692118
9644087;16.31;12;15;3.008611111;90692118
9771407;3.5;16;20;3.786111111;90692118
6564940;10.32;12;15;2.310555556;90692118
6668098;12.65;12;15;3.308333333;90692118
1551705;1.5;12;15;2.093888889;90692118
1261345;2.94;18;20;1.880555556;90692118
2580459;5.49;17;19;2.305277778;26618922
7739891;4.82;17;19;2.568611111;26618922
9900336;6.03;18;20;1.884722222;26618922
6444804;4.87;17;19;2.592777778;26618922
1644680;5.2;17;19;2.843055556;26618922
3075742;5.46;16;19;3.068333333;26618922
9757229;3.88;16;18;1.268611111;26618922
5882422;4.48;17;20;3.179166667;26618922
1041671;5.04;17;20;2.397222222;26618922
8270693;3.7;18;21;3.216944444;26618922
7742438;4.71;17;20;3.392777778;26618922
9583732;4.08;17;20;2.613333333;26618922
3135155;3.63;18;21;2.703611111;26618922
7302524;3.14;19;20;0.994722222;26618922
9470169;6.07;18;21;2.461388889;26618922
7422046;4.08;17;20;2.688055556;26618922
4127268;4.06;17;21;4.044166667;26618922
6364973;3.53;18;21;2.7425;26618922
1126904;3.76;20;21;1.262222222;26618922
8814963;3.84;16;18;2.126388889;26618922
5902992;5.09;16;21;4.34;88561539
4835360;5;12;16;3.733333333;88561539
2575128;6.99;18;20;2.401111111;88561539
9140649;4.5;18;20;1.919722222;88561539
6123173;4.31;18;19;1.543611111;88561539
3992489;4.52;19;20;1.676666667;88561539
2687253;0;17;17;0.019722222;88561539
7333844;4.82;18;21;2.934444444;88561539
9889360;0;18;18;0.020277778;88561539
6219272;0;17;17;0.025833333;88561539
2376943;0;15;15;0.018055556;88561539
7029494;3.82;17;19;1.201388889;88561539
4781283;6.58;17;20;2.7475;88561539
3154945;6.39;17;20;2.531944444;88561539
3621326;4.74;17;21;3.943055556;88561539
6501838;4.12;18;21;2.48;88561539
9895550;4.99;17;20;2.543611111;88561539
1675386;6.86;17;21;4.382777778;88561539
2300075;4.33;17;19;2.399444444;88561539
